Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y Historical Revenue Growth,1Y Forward Revenue Growth,Total Revenue,PBT,Taxes & Other Items,DII Holding Change,FII Holding Change,MF Holding Change,Promoter Holding Change,Percentage Buy Record,No. of analysts with buy reco,Percentage Upside
Daulat Securities Ltd,DAULAT,Investment Banking & Brokerage,11.27,23.3,13.1,25.05,NULL,2.63,1.13,0.27,0,0,0,0,NULL,0,NULL
Mukta Agriculture Ltd,MUKTA,Commodities Trading,11.27,5.2,-40.24,NULL,NULL,NULL,-0.28,0,0.02,0,0,0,NULL,0,NULL
Nippon India ETF Nifty 100,NIF100BEES,Equity,11.26,194.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Jindal Cotex Ltd,JINDCOT,Textiles,11.24,2.5,0.11,-4.05,NULL,146.08,101.59,0,-14.94,14.94,0,0,NULL,0,NULL
TV Vision Ltd,TVVISION,TV Channels & Broadcasters,11.21,3.05,-0.36,-14.56,NULL,80.33,-31.46,-0.02,0,0,0,0,NULL,0,NULL
Sovereign Diamonds Ltd,SOVERDIA,"Precious Metals, Jewellery & Watches",11.19,19.25,8.35,-12.21,NULL,23.57,1.31,-0.03,0,0,0,0,NULL,0,NULL
Golkonda Aluminium Extrusions Ltd,GOLKONDA,Metals - Aluminium,11.19,21.25,21.52,-19.94,NULL,1.46,0.52,0,0,0,0,0,NULL,0,NULL
S S Infrastructure Development Consultants Ltd,SSINFRA,Construction & Engineering,11.19,8.1,17.76,0.34,NULL,22.85,1.56,0.93,NULL,NULL,NULL,NULL,NULL,0,NULL
Photoquip (India) Ltd,PHOTOQUP,Electronic Equipments,11.18,22.6,-4.76,-23.4,NULL,12.66,-2.09,0.26,0,0,0,0,NULL,0,NULL
Parle Industries Ltd,PARLEIND,Commodities Trading,11.17,7.97,558.29,38.78,NULL,1.39,0.07,0.05,0,0,0,0,NULL,0,NULL
Mystic Electronics Ltd,MYSTICELE,NULL,11.16,5.92,558.09,-44.64,NULL,0.22,0.02,0,0.01,0,0,0,NULL,0,NULL
Sanco Industries Ltd,SANCO,Building Products - Pipes,11.16,10.15,-13.29,-63.33,NULL,0.73,-0.84,0,0,0,0,0,NULL,0,NULL
Gallops Enterprise Ltd,GALLOPENT,NULL,11.12,22.3,123.55,NULL,NULL,0.11,0.09,0,0,0,0,0,NULL,0,NULL
Bright Solar Ltd,BRIGHT,Industrial Machinery,11.11,5.45,-1.51,-16.21,NULL,7.49,-7.37,0,NULL,NULL,NULL,NULL,NULL,0,NULL
KMG Milk Food Ltd,KMGMILK,FMCG - Foods,11.09,20.9,-85.28,26.56,NULL,8.41,-0.06,0.07,0,0,0,0,NULL,0,NULL
Ventura Textiles Ltd,VENTURA,NULL,11.08,5.7,-6.88,198.41,NULL,18.93,-1.61,0,0,0,0,0,NULL,0,NULL
Libord Finance Ltd,LIBORDFIN,Diversified Financials,11.08,7.41,138.48,-7.71,NULL,0.75,0.11,0.03,0,0,0,0,NULL,0,NULL
Betex India Ltd,BETXIND,Textiles,11.05,71.6,26.95,0.13,NULL,58.37,0.58,0.17,0,0,0,0,NULL,0,NULL
Rajasthan Petro Synthetics Ltd,RAJSPTR,Logistics,11.01,1.33,1100.89,4.72,NULL,0.34,0.01,0,0,0,0,0,NULL,0,NULL
Cubical Financial Services Ltd,CUBIFIN,NULL,11.01,1.73,16.43,-21.11,NULL,2.16,0.81,0.14,0,0,0,0,NULL,0,NULL
RM Drip & Sprinklers Systems Ltd,RMDRIP,Agricultural & Farm Machinery,11,16.35,-11.7,-8.31,NULL,18.61,-0.53,0.41,NULL,NULL,NULL,NULL,NULL,0,NULL
KCK Industries Ltd,KCK,Textiles,10.99,20,9.16,NULL,NULL,69.77,1.61,0.41,0,0,0,0,NULL,0,NULL
Sankhya Infotech Ltd,SANKHYAIN,NULL,10.99,7.64,-0.79,NULL,NULL,0,-14.77,-0.87,-0.63,0,0,0,NULL,0,NULL
Nippon India ETF Hang Seng BeES,HNGSNGBEES,Equity,10.98,256.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Goenka Business & Finance Ltd,GBFL,Diversified Financials,10.98,8.22,18,274.82,NULL,1420.35,0.95,0.34,0,0,0,0,NULL,0,NULL
Trinity League India Ltd,TRINITYLEA,NULL,10.96,20.6,54.82,55.67,NULL,1.92,0.2,0,0,0,0,0.11,NULL,0,NULL
Le Lavoir Ltd,LELAVOIR,NULL,10.9,33.75,36.32,127.54,NULL,1.22,0.4,0.1,0,0,0,0,NULL,0,NULL
Motilal Oswal Nasdaq Q50 ETF,MONQ50,Equity,10.89,53.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
VXL Instruments Ltd,VXLINSTR,Technology Hardware,10.88,7.77,-120.89,-23.07,NULL,13.58,-0.18,-0.09,0,0,0,0,NULL,0,NULL
Regent Enterprises Ltd,REGENTRP,NULL,10.83,3.4,8.46,-5.68,NULL,647,1.12,-0.16,0,0,0,0,NULL,0,NULL
Milestone Global Ltd,MILESTONE,NULL,10.81,21.55,14.42,16.59,NULL,19.09,0.96,0.21,0,0,0,0,NULL,0,NULL
Consecutive Investments & Trading Co Ltd,CITL,Investment Banking & Brokerage,10.81,35.95,98.29,-16.74,NULL,0.18,0.11,0,0,0,0,0,NULL,0,NULL
Titaanium Ten Enterprise Ltd,TITAANIUM,Textiles,10.79,15.65,7.5,16.56,NULL,253.38,1.98,0.54,NULL,NULL,NULL,NULL,NULL,0,NULL
PVV Infra Ltd,PVVINFRA,NULL,10.76,15.33,6.72,-38.21,NULL,4.54,1.88,0.28,0,0,0,0,NULL,0,NULL
KCD Industries India Ltd,KCDGROUP,NULL,10.74,55.9,41.32,NULL,NULL,NULL,0.48,0.22,0,0,0,0,NULL,0,NULL
Stellar Capital Services Ltd,STELLAR,NULL,10.68,4.28,33.39,-9.11,NULL,3.4,0.41,0.09,NULL,NULL,NULL,NULL,NULL,0,NULL
Shyam Telecom Ltd,SHYAMTEL,Telecom Equipments,10.64,9.5,-2.92,-72.09,NULL,0.08,-3.05,0.59,0,0,0,0,NULL,0,NULL
Vamshi Rubber Ltd,VAMSHIRU,NULL,10.64,24.05,354.58,5.1,NULL,70.15,0.07,0.04,0,0,0,0,NULL,0,NULL
Shree Krishna Infrastructure Ltd,SKIFL,Real Estate,10.64,35.45,354.5,-1.7,NULL,0.56,0.03,0,NULL,NULL,NULL,NULL,NULL,0,NULL
Shree Bhawani Paper Mills Ltd,SHBHAWPA,Paper Products,10.62,3.05,-0.26,-65.62,NULL,0.46,-41.12,0,0,0,0,0,NULL,0,NULL
KJMC Corporate Advisors (India) Ltd,KJMCCORP,NULL,10.62,27.05,66.34,-1.4,NULL,6.29,0.41,0.25,0,0,0,0,NULL,0,NULL
IMEC Services Ltd,IMEC,NULL,10.59,2.19,-2.62,-25.34,NULL,36.13,-4.03,0.01,0,0,0,0,NULL,0,NULL
HDFC Nifty 100 Quality 30 ETF,HDFCQUAL,Equity,10.58,40.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Purshottam Investofin Ltd,PURSHOTTAM,NULL,10.55,16.8,2.48,33.01,NULL,54.5,4.55,0.29,0,0,0,0,NULL,0,NULL
Jiya Eco-Products Ltd,JIYAECO,Renewable Energy,10.53,3.5,-17.26,24.32,NULL,83.68,2.81,3.42,0,0,0,0.79,NULL,0,NULL
Shanti Guru Industries Ltd,SHANTIGURU,NULL,10.53,8.55,-16.19,-37.77,NULL,0.07,-0.65,0,NULL,NULL,NULL,NULL,NULL,0,NULL
Abhishek Integrations Ltd,AILIMITED,Construction & Engineering,10.5,33.2,21.43,NULL,NULL,13.29,0.61,0.12,NULL,NULL,NULL,NULL,NULL,0,NULL
Uniroyal Marine Exports Ltd,UNRYLMA,Packaged Foods & Meats,10.49,16.5,74.94,-9.28,NULL,27.24,0.14,0,0,0,0,-0.08,NULL,0,NULL
Dhyaani Tile & Marblez Ltd,DHYAANI,NULL,10.48,68,13.79,NULL,NULL,21.8,1.03,0.27,NULL,NULL,NULL,NULL,NULL,0,NULL
Bloom Dekor Ltd,BLOOM,Wood Products,10.47,15.75,-0.52,-20.63,NULL,21.45,-26.2,-6,0.02,0,0,-0.02,NULL,0,NULL
Inani Securities Ltd,INANISEC,NULL,10.45,22.9,26.81,-4,NULL,2.65,0.53,0.14,0,0,0,1.63,NULL,0,NULL
Helpage Finlease Ltd,HELPAGE,Diversified Financials,10.44,10.5,16.06,61.54,NULL,2.86,0.9,0.25,0,0,0,0,NULL,0,NULL
Times Green Energy (India) Ltd,TIMESGREEN,NULL,10.42,60,28.94,19.03,NULL,24.73,0.48,0.12,NULL,NULL,NULL,NULL,NULL,0,NULL
Rajdarshan Industries Ltd,ARENTERP,Mining - Diversified,10.41,33.85,18.92,-6.04,NULL,1.34,0.53,-0.02,0,0,0,0,NULL,0,NULL
Minaxi Textiles Ltd,MINAXI,Textiles,10.37,2.13,-6.52,-11.2,NULL,31.19,-2.06,-0.47,0,0,0,0.08,NULL,0,NULL
Kretto Syscon Ltd,KRETTOSYS,NULL,10.34,0.66,57.46,-6.02,NULL,4.15,0.24,0.06,0,0,0,0,NULL,0,NULL
Amraworld Agrico Ltd,AMRAAGRI,Commodities Trading,10.34,0.87,-19.51,NULL,NULL,1.18,-0.53,0,0,0,0,0,NULL,0,NULL
Mansi Finance (Chennai) Ltd,MANSIFIN,NULL,10.32,29.2,15.88,-8.25,NULL,5.87,1.06,0.41,0,0,0,0,NULL,0,NULL
Continental Seeds and Chemicals Ltd,CONTI,Seeds,10.3,10.35,54.23,11,NULL,98.16,0.37,0.18,NULL,NULL,NULL,NULL,NULL,0,NULL
Radaan Media Works India Ltd,RADAAN,Movies & TV Serials,10.29,1.9,-2.36,-18.45,NULL,11.17,-4.34,0.01,0,0,0,0,NULL,0,NULL
Unity Infraprojects Ltd,UNITY,Construction & Engineering,10.28,0.85,0,-38.44,NULL,214.92,-2226.61,-0.88,2.48,0,0,0,NULL,0,NULL
Quantum Build-Tech Ltd,QUANTBUILD,NULL,10.27,3.91,-20.14,NULL,NULL,0,-0.51,0,-0.01,0.01,0,0,NULL,0,NULL
Euro-Leder Fashion Ltd,EUROLED,NULL,10.24,21.8,32,-14.71,NULL,37.39,0.41,0.09,0,0,0,0,NULL,0,NULL
S P Capital Financing Ltd,SPCAPIT,Diversified Financials,10.16,17.75,7.05,9.05,NULL,2.36,1.85,0.41,0,0,0,0,NULL,0,NULL
Shree Precoated Steels Ltd,SPSL,Real Estate,10.14,24.5,-20.69,NULL,NULL,0,-0.49,0,0,0,0,0,NULL,0,NULL
Mount Housing and Infrastructure Ltd,MOUNT,NULL,10.09,33.3,126.07,-31.43,NULL,1.74,0.11,0.03,0,0,0,0,NULL,0,NULL
Voltaire Leasing and Finance Ltd,VOLLF,NULL,10.07,24,43.78,-14.4,NULL,1.02,0.3,0.07,0,0,0,0,NULL,0,NULL
Advance Lifestyles Ltd,ADVLIFE,Textiles,10.06,32.35,8.83,NULL,NULL,NULL,-0.29,-1.43,1.27,0,0,0,NULL,0,NULL
Srestha Finvest Ltd,SRESTHA,Diversified Financials,10.06,1.22,-335.32,-1.17,NULL,2.3,-0.02,0.01,0,0,0,0,NULL,0,NULL
Naapbooks Ltd,NBL,NULL,10.03,54,45.57,NULL,NULL,2.8,0.34,0.12,NULL,NULL,NULL,NULL,NULL,0,NULL
Saboo Brothers Ltd,SABOOBR,NULL,10.02,16.45,91.12,17.98,NULL,0.64,0.19,0.08,0,0,0,0,NULL,0,NULL
Market Creators Ltd,MKTCREAT,Investment Banking & Brokerage,10,9.53,10.21,5.59,NULL,8.86,0.99,0.01,0,0,0,-37.36,NULL,0,NULL
Ladam Affordable Housing Ltd,LAHL,Real Estate,9.98,5.15,43.37,-12.9,NULL,5.58,0.82,0.59,0,0,0,0,NULL,0,NULL
Hittco Tools Ltd,HITTCO,Industrial Machinery,9.96,16.98,13.46,1.47,NULL,6.66,0.74,0,0,0,0,0,NULL,0,NULL
Sheshadri Industries Ltd,SHESHAINDS,Textiles,9.94,20.25,1,6.72,NULL,85.08,9.91,0,0,0,0,0,NULL,0,NULL
Rander Corp Ltd,RANDER,Real Estate,9.93,8.05,12.73,12.85,NULL,3.66,1.03,0.25,0,0,0,1.41,NULL,0,NULL
ACE Software Exports Ltd,ACESOFT,NULL,9.92,22.2,-18.36,2.72,NULL,10.59,-0.81,-0.27,0,0,0,0,NULL,0,NULL
Super Fine Knitters Ltd,SKL,Apparel & Accessories,9.91,8.38,-5.3,-8.24,NULL,55.93,-2.19,-0.32,NULL,NULL,NULL,NULL,NULL,0,NULL
Anka India Ltd,ANKIN,IT Services & Consulting,9.86,16.51,-58.02,NULL,NULL,0,-0.17,0,0,0,0,0,NULL,0,NULL
Quality RO Industries Ltd,QRIL,NULL,9.84,51,65.62,NULL,NULL,1.01,0.11,-0.04,NULL,NULL,NULL,NULL,NULL,0,NULL
Kotia Enterprises Ltd,KEL,Industrial Machinery,9.83,14,18.9,-31.11,NULL,4.36,0.7,0.18,0,0,0,0,NULL,0,NULL
Shine Fashions (India) Ltd,SHINEFASH,NULL,9.78,34.95,24.45,NULL,NULL,12.87,0.55,0.15,NULL,NULL,NULL,NULL,NULL,0,NULL
Coastal Roadways Ltd,COARO,NULL,9.76,23.55,7.81,-6.31,NULL,41.32,1.45,0.2,0,0,0,0,NULL,0,NULL
Ridings Consulting Engineers India Ltd,RIDINGS,Business Support Services,9.74,7.83,243.51,-19.94,NULL,5.56,0.75,0.71,0,0,0,0,NULL,0,NULL
Sparc Electrex Ltd,SPAR,NULL,9.72,19.5,4.57,178.5,NULL,15.08,2.23,0.1,0,0,0,0,NULL,0,NULL
Prime Industries Ltd,PRIMIND,Real Estate,9.72,6.47,-60.72,31.04,NULL,1.7,-0.15,0.01,0,0,0,0,NULL,0,NULL
Premier Ltd,PREMIER,Industrial Machinery,9.71,3.2,-0.43,-57.31,NULL,0.83,-24.6,-2.12,0,0,0,-0.13,NULL,0,NULL
Swarna Securities Ltd,SWRNASE,Investment Banking & Brokerage,9.68,30.75,13.27,76.53,NULL,1.2,0.9,0.17,-8.33,0,0,0,NULL,0,NULL
J Taparia Projects Ltd,JTAPARIA,Textiles,9.68,5.88,NULL,34.08,NULL,0.13,0,0,0,0,0,0,NULL,0,NULL
VCK Capital Market Services Ltd,VCKCAP,Asset Management,9.68,10.7,193.57,101.64,NULL,9,0.06,0.01,0,0,0,0,NULL,0,NULL
Mitshi India Ltd,MITSHI,Conglomerates,9.67,10.55,967.47,95.87,NULL,6.92,0.01,0,0,0,0,0,NULL,0,NULL
Panache Innovations Ltd,PANACHE,Commodities Trading,9.67,23,483.73,-4.96,NULL,8.71,0.03,0.01,0,0,0,0,NULL,0,NULL
NPR Finance Ltd,NPRFIN,NULL,9.67,16.15,-193.46,-28.6,NULL,7.63,0.21,0.26,0,0,0,0,NULL,0,NULL
Abhinav Leasing & Finance Ltd,ALFL,NULL,9.64,1.93,160.68,55.27,NULL,31.68,0.08,0.02,0,0,0,0,NULL,0,NULL
Fone4 Communications(India) Ltd,FONE4,NULL,9.6,5.62,-95.99,NULL,NULL,63.8,-0.23,-0.13,NULL,NULL,NULL,NULL,NULL,0,NULL
Sun Retail Ltd,SUNRETAIL,Agro Products,9.59,0.62,-119.89,-50.32,NULL,2.06,-0.08,0,NULL,NULL,NULL,NULL,NULL,0,NULL
Shreevatsaa Finance and Leasing Ltd,SHVFL,Diversified Financials,9.59,9.5,21.79,-10.4,NULL,0.93,0.6,0.16,0,0,0,0,NULL,0,NULL
Omnipotent Industries Ltd,OMNIPOTENT,NULL,9.55,15.1,-11.11,NULL,NULL,97.95,-0.85,0.01,NULL,NULL,NULL,NULL,NULL,0,NULL
Riga Sugar Co Ltd,RIGASUG,NULL,9.54,6.94,-0.2,-14.12,NULL,84.58,-38.03,9.36,0,0,0,0,NULL,0,NULL
Bharat Bhushan Finance And Commodity Brokers Ltd,BHARAT,Diversified Financials,9.51,28.75,86.46,-10.43,NULL,0.49,0.14,0.03,0,0,0,0,NULL,0,NULL
HDFC Nifty Growth Sectors 15 ETF,HDFCGROWTH,Equity,9.51,88.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Shree Ganesh Elastoplast Ltd,SHGANEL,NULL,9.49,17.25,7.14,33.1,NULL,39.06,1.6,0.27,-0.09,0,0,0,NULL,0,NULL
Billwin Industries Ltd,BILLWIN,NULL,9.47,46.65,43.03,57.02,NULL,4.39,0.3,0.08,0,0,0,0,NULL,0,NULL
Integra Capital Management Ltd,INTCAPM,Diversified Financials,9.45,20.1,94.53,-25.49,NULL,0.34,0.17,0.07,0,0,0,0,NULL,0,NULL
Eurotex Industries and Exports Ltd,EUROTEXIND,Textiles,9.44,10.8,-0.81,-52.07,NULL,4.8,-10.66,1.03,0,0,0,0,NULL,0,NULL
Shree Worstex Ltd,SHWL,Diversified Financials,9.42,33.3,8.89,66.16,NULL,2.28,1.24,0.18,0,0,0,0,NULL,0,NULL
Shashwat Furnishing Solutions Ltd,SFSL,NULL,9.4,45,93.96,NULL,NULL,1.38,0.14,0.04,0,0,0,0,NULL,0,NULL
Parshwanath Corp Ltd,PARSHWANA,Real Estate,9.4,30,31.32,1.1,NULL,0.94,0.36,0.06,0,0,0,0,NULL,0,NULL
Viaan Industries Ltd,VIAANINDUS,Commodities Trading,9.37,0.85,-5.61,-35.16,NULL,3.78,-1.57,0.1,0,0,0,-1.89,NULL,0,NULL
Sharpline Broadcast Ltd,SHARPLINE,NULL,9.34,8.23,13.74,169.06,NULL,15.51,0.91,0.23,0,0,0,0,NULL,0,NULL
Suvidha Infraestate Corporation Ltd,SICL,Construction & Engineering,9.34,10.5,-13.34,47.58,NULL,0.35,0.18,0.88,0,0,0,0,NULL,0,NULL
Ajel Ltd,AJEL,NULL,9.31,8.4,93.15,-22.2,NULL,4.31,0.08,-0.02,0,0,0,0,NULL,0,NULL
Sagar Productions Ltd,SAGARPROD,Movies & TV Serials,9.31,2.21,232.7,-1.01,NULL,4.8,0.04,0,0,0,0,0,NULL,0,NULL
Raunaq Epc International Ltd,RAUNAQEPC,NULL,9.31,27,-2.8,-29.43,NULL,10.24,-3.36,-0.04,0.07,0,0,0,NULL,0,NULL
Shivagrico Implements Ltd,SHIVAGR,Agricultural & Farm Machinery,9.27,19.35,12.04,15.74,NULL,48.87,1.02,0.25,0,0,0,0,NULL,0,NULL
Galaxy Agrico Exports Ltd,GALAGEX,Industrial Machinery,9.26,33.9,14.69,4.64,NULL,7.24,0.73,0.1,0,0,0,0,NULL,0,NULL
O P Chains Ltd,OPCHAINS,NULL,9.25,13.5,184.95,-54.21,NULL,0.97,0.06,0.01,0,0,0,0,NULL,0,NULL
Creative Eye Ltd,CREATIVEYE,Movies & TV Serials,9.22,4.75,-9.81,-26.78,NULL,4.37,-0.9,0.04,0,0,0,0,NULL,0,NULL
Yogi Ltd,YOGI,NULL,9.18,23.2,-918.26,28.58,NULL,1.16,0.13,0.14,0,0,0,-11.23,NULL,0,NULL
Bandaram Pharma Packtech Ltd,BANDARAM,NULL,9.16,32.08,-916.29,NULL,NULL,0,-0.01,0,0,0,0,0,NULL,0,NULL
Duke Offshore Ltd,DUKEOFS,Oil & Gas - Equipment & Services,9.15,9.23,-2.23,-26.21,NULL,1.51,-3.9,0.2,0,0,0,0,NULL,0,NULL
Bohra Industries Ltd,BOHRAIND,Fertilizers & Agro Chemicals,9.14,170.45,-3.49,NULL,NULL,0,-2.78,-0.16,0,0,0,-34.96,NULL,0,NULL
Sugal and Damani Share Brokers Ltd,SUGALDAM,Investment Banking & Brokerage,9.13,13.9,6.76,-14.39,NULL,2.69,1.8,0.45,0,0,0,0,NULL,0,NULL
Mahaan Foods Ltd,MAHAANF,FMCG - Foods,9.13,25.3,60.88,-24.99,NULL,0.52,0.2,0.05,0,0,0,0,NULL,0,NULL
Southern Infosys Ltd,SOUTHERNIN,IT Services & Consulting,9.13,18.5,114.14,-6.19,NULL,15.07,0.1,0.02,0,0,0,0,NULL,0,NULL
Iykot Hitech Toolroom,IYKOTHITE,Industrial Machinery,9.13,15,43.46,1.72,NULL,8.42,0.28,0.07,0,0,0,0.09,NULL,0,NULL
AVI Polymers Ltd,AVI,Commodities Trading,9.12,22.55,18.61,31.06,NULL,5.22,0.65,0.16,0,0,0,0,NULL,0,NULL
Seven Hill Industries Ltd,SEVENHILL,Diversified Financials,9.1,0.7,181.94,8.02,NULL,0.75,0.05,0,0,0,0,0,NULL,0,NULL
Bindal Exports Ltd,BINDALEXPO,Textiles,9.09,19.75,26.72,6.54,NULL,37.45,0.42,0.08,NULL,NULL,NULL,NULL,NULL,0,NULL
RCI Industries & Technologies Ltd,RCIIND,Metals - Copper,9.06,5.69,-0.13,-49.01,NULL,59.91,-71.9,-0.23,0,0,0,0,NULL,0,NULL
J J Finance Corporation Ltd,JJFINCOR,Diversified Financials,9.02,32,45.1,-6.1,NULL,0.46,0.25,0.05,0,0,0,0,NULL,0,NULL
Mafia Trends Ltd,MAFIA,NULL,9.02,21.35,11.27,NULL,NULL,7.15,1.09,0.29,-10.79,0,0,-25.32,NULL,0,NULL
India Lease Development Ltd,INDLEASE,Specialized Finance,9.01,6.13,-69.28,33.76,NULL,3.34,-0.13,0,0,0,0,0,NULL,0,NULL
Mac Hotels Ltd,MACH,"Hotels, Resorts & Cruise Lines",9,31.5,-3.85,1.07,NULL,3.27,-2.27,0.07,NULL,NULL,NULL,NULL,NULL,0,NULL
Relic Technologies Ltd,RELICTEC,Diversified Financials,9,23.75,20.44,15.51,NULL,1.83,0.56,0.12,0,0,0,0,NULL,0,NULL
Alps Industries Ltd,ALPSINDUS,Textiles,8.99,2.35,-0.11,-9.96,NULL,306.33,-82.89,0.01,0,0,0,0,NULL,0,NULL
JD Orgochem Ltd,JDORGOCHEM,Specialty Chemicals,8.98,6.78,-7.81,-37.41,NULL,1.73,-1.15,0,0,0,0,0,NULL,0,NULL
Shri Bholanath Carpets Ltd,SHRIBCL,Textiles,8.98,18.7,179.52,-10.64,NULL,17.48,0.07,0.02,0,0,0,0,NULL,0,NULL
Konark Synthetic Ltd,KONARKSY,NULL,8.97,15.45,-3.5,-21.85,NULL,42.72,-3.96,-1.4,0,0,0,0,NULL,0,NULL
Mehta Securities Ltd,MEHSECU,Investment Banking & Brokerage,8.95,29,-20.82,NULL,NULL,NULL,-0.43,0,0,0,0,0,NULL,0,NULL
Shree Steel Wire Ropes Ltd,SSWRL,Iron & Steel,8.94,26.95,34.37,10.1,NULL,15.32,0.25,-0.01,0,0,0,0,NULL,0,NULL
Pradhin Ltd,PRADHIN,Agro Products,8.93,23.8,26.28,-6.22,NULL,20.32,0.4,0.06,0,0,0,0,NULL,0,NULL
Chadha Papers Ltd,CHADPAP,Paper Products,8.93,8.75,-3.37,15.47,NULL,588.81,-2.72,-0.07,0,0,0,0,NULL,0,NULL
Blue Coast Hotels Ltd,BLUECOAST,"Hotels, Resorts & Cruise Lines",8.92,7,-2.62,-63.73,NULL,0.84,-4.77,-1.36,0,0,0,0,NULL,0,NULL
Simplex Mills Company Ltd,SIMPLXMIL,Textiles,8.91,31.15,12.91,31.77,NULL,1.47,0.69,0,0,0,0,0,NULL,0,NULL
Ramgopal Polytex Ltd,RAMGOPOLY,Commodities Trading,8.88,6.34,-18.9,11.18,NULL,9.09,-0.47,0,0,0,0,0,NULL,0,NULL
Sirohia & Sons Ltd,SIROHIA,Fertilizers & Agro Chemicals,8.88,8.66,-2.56E+18,-42.54,NULL,0.32,0.02,0.02,NULL,NULL,NULL,NULL,NULL,0,NULL
SK International Export Ltd,SKIEL,Apparel & Accessories,8.8,12,-11.28,NULL,NULL,7.36,-0.78,0,0,0,0,0,NULL,0,NULL
Ranjeet Mechatronics Ltd,RANJEET,Business Support Services,8.8,13.33,17.95,15,NULL,35.48,0.66,0.17,NULL,NULL,NULL,NULL,NULL,0,NULL
Sujala Trading & Holdings Ltd,SUJALA,Diversified Financials,8.78,15.55,67.52,-14.91,NULL,3.14,0.18,0.05,0,0,0,0,NULL,0,NULL
Amforge Industries Ltd,AMFORG,Consumer Finance,8.77,5.92,5.48,1.55,NULL,2.7,0.57,-1.03,0,0,0,0,NULL,0,NULL
Agrimony Commodities Ltd,AGRIMONY,Commodities Trading,8.71,7.65,45.86,-46.59,NULL,0.81,0.28,0.09,NULL,NULL,NULL,NULL,NULL,0,NULL
Vision Cinemas Ltd,VISIONCINE,NULL,8.71,1.23,-26.38,NULL,NULL,0,-0.32,0.01,0,0,0,0,NULL,0,NULL
Arunis Abode Ltd,ARUNIS,NULL,8.7,29,48.31,13.06,NULL,1.81,0.24,0.06,0,0,0,0,NULL,0,NULL
TRC Financial Services Ltd,TRCFIN,Diversified Financials,8.66,17.32,-24.06,20.64,NULL,0.23,-0.35,0.01,0,-0.25,0,0,NULL,0,NULL
Brandbucket Media & Technology Ltd,BRANDBUCKT,NULL,8.63,27.25,35.98,NULL,NULL,17.27,0.38,0.14,0,0,0,0,NULL,0,NULL
Rajasthan Tube Manufacturing Co Ltd,RAJTUBE,NULL,8.61,20,15.37,-6.38,NULL,53.17,0.61,0.05,0,0,0,0,NULL,0,NULL
Sinnar Bidi Udyog Ltd,SINNAR,FMCG - Tobacco,8.6,215.25,-71.7,-9.6,NULL,5.27,-0.13,-0.01,0,0,0,0,NULL,0,NULL
Kay Power and Paper Ltd,KAYPOWR,Paper Products,8.59,8,95.47,-2.24,NULL,34.43,0.09,0,0,0,0,0,NULL,0,NULL
HDFC Nifty Next 50 ETF,HDFCNEXT50,Equity,8.58,437.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
TeleCanor Global Ltd,TELECANOR,NULL,8.55,7.99,-10.96,NULL,NULL,0,-0.78,0,0,0,0,0,NULL,0,NULL
Subhash Silk Mills Ltd,SUBSM,Textiles,8.52,20.1,42.59,7.93,NULL,2.49,0.54,0.34,0,0,0,0,NULL,0,NULL
Bhagawati Oxygen Ltd,BHAGWOX,Commodity Chemicals,8.48,37.85,-3,-30.94,NULL,1.67,-3.01,-0.18,0,0,0,0,NULL,0,NULL
F G P Ltd,FGP,Business Support Services,8.46,7.06,9,17.87,NULL,1.82,1.09,0.15,0,0,0,0,NULL,0,NULL
Sarup Industries Ltd,SARUPINDUS,NULL,8.46,26,-3.91,-24.79,NULL,12.31,-2.11,0.05,0.1,0,0,0,NULL,0,NULL
Crane Infrastructure Ltd,CRANEINFRA,NULL,8.45,11.4,20.62,0.25,NULL,0.8,0.5,0.09,0,0,0,0.51,NULL,0,NULL
Square Four Projects India Ltd,SFPIL,Real Estate,8.43,8.6,-120.44,-9.15,NULL,0.13,-0.06,0.01,0,0,0,0,NULL,0,NULL
Haria Apparels Ltd,HARIAAPL,Textiles,8.36,5.45,20.9,11.95,NULL,4.52,1.09,0.69,0,0,0,0,NULL,0,NULL
Tirupati Tyres Ltd,TTIL,Tires & Rubber,8.35,25,55.64,-48.62,NULL,0.26,0.15,0,0,0,0,0,NULL,0,NULL
UTI S&P BSE Sensex Next 50 ETF,UTISXN50,Equity,8.34,51.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
SC Agrotech Ltd,SCAGRO,Agro Products,8.33,14.21,416.42,-10.45,NULL,0.72,0.02,0,0,0,0,0,NULL,0,NULL
Inland Printers Ltd,INLANPR,NULL,8.3,16.8,-39.53,NULL,NULL,0,-0.22,-0.01,0,0,0,0,NULL,0,NULL
